#,Indikator BHS,Indicator English,F,M,Y,T,Code 1,Code 2,Subcategory 1,Category 1,Dimension 1,Subcategory 2,Category 2,Dimension 2
,Postoji redovna policijska ophodnja na Bijelom Brijegu navečer.,,,,,0,,,,,,,,
,Ne bacaju se bombe iza kladionice SportPlus na Bijelom Brijegu.,,,,,0,,,,,,,,
,"Djeca ne razbijaju stakla na autima, jer imaju prostora da se igraju.",,,,,0,,,,,,,,
,"Ako Mostar popliva, Bijeli Brijeg neće stradati.",,,,,0,,,,,,,,
,"Ako brana bude puštena i grad Mostar potone, Bijeli Brijeg neće biti potopljen.",,,,,0,,,,,,,,
,"Na stepenicama na Bijelom Brijegu nema manijaka ""u kaputima"".",,,,,0,,,,,,,,
,Na stepenicama na Bijelom Brijegu nema osoba pod dejstvom alkohola koji napadaju druge.,,,,,0,,,,,,,,
,Postavljen je sigurnosni videonadzor po cijelom gradu.,,,,,0,,,,,,,,
,"Incidenti nisu gradski problem, nego problem pojedinaca.",,,,,0,,,,,,,,
,Migranti ne predstavljaju opasnost za djecu.,,,,,0,,,,,,,,
,Migranti ne ulaze u kuće susjeda sa Bijelog Brijega.,,,,,0,,,,,,,,
,Migranti se ne napadaju međusobno.,,,,,0,,,,,,,,
,"Muškarci migranti, koji se kreću bez obitelji, ne konzumiraju alkohol.",,,,,0,,,,,,,,
,"Muškarci migranti, koji se kreću bez obitelji, ne prave probleme*. (m)",,,,,0,,,,,,,,
,"U Mostaru nema kriminalaca, pa djevojka se osjeća sigurno otići bilo gdje.",,,,,0,,,,,,,,
,Nema napada na djevojke kod velikih stepenica.,,,,,0,,,,,,,,
,"Za razliku od velikih gradova, Mostar je odličan za 14-godišnjakinju, jer je siguran.",,,,,0,,,,,,,,
,"Trimuša je sigurna i po danu, i navečer, tako da mladi tamo idu navečer.",,,,,0,,,,,,,,
,"Mladi idu na Trimušu navečer, jer je sigurno.",,,,,0,,,,,,,,
,Oko Mrtvare prolazi policija svaki dan.,,,,,0,,,,,,,,
,"Muškarac, koji živi u susjednom ulazu, nije nasrnuo na ženu i ozlijedio je.",,,,,0,,,,,,,,
,Lopovi ne pljačkaju stanove u naselju ispod Bijelog Brijega i na taj način ne unose strah u ljude.,,,,,0,,,,,,,,
,Lopovi ne kradu veš u kućama na Bijelom Brijegu,,,,,0,,,,,,,,
,"Kad sijalice javne rasvjete prestanu raditi, povjerenik MZ riješi taj problem putem Gradske uprave.",,,,,0,,,,,,,,
,"U Mostaru postoje kvartovski komunalni redari, koji opominju ljude koji bacaju smeće po ulici.",,,,,0,,,,,,,,
8.0,Mladi iz čitavog grada trenutno imaju više sportskih aktivnosti nego prije.,,,,,0,,,,,,,,
9.0,Ljeti se na Studentskom mladi ljudi druže navečer.,,,,,0,,,,,,,,
10.0,Djeca na Bijelom Brijegu često igraju lopte zajedno.,,,,,0,,,,,,,,
11.0,"Djeca se igraju ""policajaca i lopova"" na dvorištu.",,,,,0,,,,,,,,
13.0,U zajednici nije bitno ko je i što je neki građanin.,,,,,0,,,,,,,,
14.0,Stanar s Bijelog brijega ne bi mijenjao svoj ulaz ni za što.,,,,,0,,,,,,,,
17.0,Stanari jednog ulaza na Bijelom Brijegu sudjeluju u prikupljanju novca kada je to potrebno.,,,,,0,,,,,,,,
22.0,Muškarac s Bijelog Brijega i njegove kolege s posla se organiziraju da se druže nakon posla.,,,,,0,,,,,,,,
23.0,Mlade i starije kolege s posla zajedno planinare.,,,,,0,,,,,,,,
26.0,Stanari Bijelog Brijega se više drže zajedno nego npr. ljudi iz Centra II.,,,,,0,,,,,,,,
27.0,Kad se ljudi popnu u svoje naselje - Bijeli Brijeg - popnu se u svoj mir.,,,,,0,,,,,,,,
32.0,Mladi se druže kod Mrtvare od 10 navečer do 5 ujutro.,,,,,0,,,,,,,,
34.0,Umirovljenici se druže posjećujući jedni druge.,,,,,0,,,,,,,,
44.0,Zbližavaju se mladi koja dolazi u kafić pored Cima.,,,,,0,,,,,,,,
48.0,"Kada su puno ljudi u zgradi na Bijelom Brijegu imali koronu i nisu mogli izlaziti, puno puta susjedi su ostavljali vreću hrane ispred vrata.",,,,,0,,,,,,,,
54.0,Ni u jednoj zgradi na Bijelom Brijegu nema nijedna osoba koja se ne može dogovoriti s ostalima.,,,,,0,,,,,,,,
58.0,Ljudi iz dijaspore se vraćaju u Mostar jer je ovdje bolje odgajati djecu.,,,,,0,,,,,,,,
62.0,U svakoj zajednici u Mostaru postoji osoba koja će lakše sarađivati sa drugima.,,,,,0,,,,,,,,
63.0,"Općenito, ljudi koji žive u Mostaru mogu surađivati ​​s drugima u Mostaru.",,,,,0,,,,,,,,
64.0,"Općenito, ljudi koji žive u Mostaru mogu surađivati ​​sa susjedima u zgradama.",,,,,0,,,,,,,,
68.0,"Djevojka sa Bijelog Brijega koja pravi male kreativne radove, ostavi par svojih radova u kućici na šetalištu.",,,,,0,,,,,,,,
78.0,Stariji ljudi u Mostaru shvaćaju da postoji puno više zgrada nego prije.,,,,,0,,,,,,,,
79.0,Stariji ljudi u Mostaru razumiju zašto mlađi “svake minute” idu kod doktora.,,,,,0,,,,,,,,
83.0,Djevojka sa Bijelog Brijega heklanje je naučila od svoje bake.,,,,,0,,,,,,,,
92.0,Susjedi na Bijelom Brijegu se raduju kada se vide.,,,,,0,,,,,,,,
103.0,Mladoj ženi sa Bijelog Brijega ulijeva povjerenje što neki susjedi ostavljaju u ulazima osobne stvari (kao što su bicikl ili dječja kolica) bez katanca.,,,,,0,,,,,,,,
104.0,Roditelji ne govore djeci da su previše pozitivni.,,,,,0,,,,,,,,
106.0,Žena sa Bijelog Brijega osjeća da može pitati susjede brašno ili šećer.,,,,,0,,,,,,,,
109.0,Žene iz Podhuma idu zajedno na izlete (preko udruge umirovljenika).,,,,,0,,,,,,,,
113.0,U Cimu susjedi i dalje piju kavu zajedno dva puta dnevno.,,,,,0,,,,,,,,
115.0,Žena sa Bijelog Brijega ima broj telefona od svojih susjeda i može ih nazvati ako nešto treba.,,,,,0,,,,,,,,
117.0,Žena sa Bijelog Brijega ostavlja dijete kod susjede da je pričuva.,,,,,0,,,,,,,,
118.0,"Mladi ljudi, koji su se odselili u inozemstvo, vraćaju se u Mostar.",,,,,0,,,,,,,,
124.0,Ljudi u Mostaru koji rade u etnički miješanim radnim mjestima se poštuju.,,,,,0,,,,,,,,
128.0,Žena sa Bijelog Brijega ugodno se osjeća na tečaju engleskog jezika u KC Kralj Fahd.,,,,,0,,,,,,,,
130.0,"Ženu sa Bijelog Brijega koja je studirala prije 7-8 godina na Univerzitetu ""Džemal Bijedić"" u Mostaru više niko ne pita zašto je tamo studirala.",,,,,0,,,,,,,,
131.0,Danas mladi biraju hoće li studirati psihologiju na Univerzitetu ili Sveučilištu prema polju interesa iz psihologije.,,,,,0,,,,,,,,
133.0,Humanitarne organizacije u Mostaru pomažu svima u Mostaru kojima je pomoć potrebna bez obzira na naciju.,,,,,0,,,,,,,,
135.0,Ljudi različitih vjera su u jednoj zajednici.,,,,,0,,,,,,,,
138.0,"Kad je bilo pravoslavni Božič, predstavnici različitih vjera su se posjećivali.",,,,,0,,,,,,,,
139.0,Vjerski predstavnici se sve češće susreću.,,,,,0,,,,,,,,
144.0,U sklopu Adventa je postavljeno klizalište u parku.,,,,,0,,,,,,,,
145.0,U naselju Bijeli Brijeg je mirno jer ne prolazi glavna prometna cesta.,,,,,0,,,,,,,,
149.0,Velike stepenice na Bijelom Brijegu su uređene - raslinje je posječeno.,,,,,0,,,,,,,,
153.0,U šumi na Bijelom Brijegu napravljena je dodatna staza za šetnju.,,,,,0,,,,,,,,
154.0,"Šetalište na Barama je lijepo, jer je dobro osvijetljeno.",,,,,0,,,,,,,,
157.0,"Rade se nove ulice u Mostaru, što znači da se pokreću nove stvari.",,,,,0,,,,,,,,
162.0,"Kad se grade nove zgrade u Mostaru, javne institucije ih održavaju.",,,,,0,,,,,,,,
164.0,Mostar ima šetalište duže od onoga koje ide prema staroj Gimnaziji.,,,,,0,,,,,,,,
166.0,Postoji dugo šetalište u šumi pored Mostara.,,,,,0,,,,,,,,
170.0,U Mostaru postoji i muški odbojkaški klub.,,,,,0,,,,,,,,
171.0,"Rukometni klub u Mostaru ima više termina u dvorani, jer ima dovoljno dvorana.",,,,,0,,,,,,,,
172.0,"Košarkaški klub u Mostaru ima više termina u dvorani, jer ima dovoljno sportskih dvorana.",,,,,0,,,,,,,,
173.0,Mali nogomet klub u Mostaru ima više termina jer ima dovoljno sportskih dvorana.,,,,,0,,,,,,,,
179.0,U Mostaru postoji prostor za umjetničko klizanje.,,,,,0,,,,,,,,
183.0,U Mostaru postoji mjesto gdje mlade osobe koje se bave kreativnim biznisima mogu izložiti svoje radove.,,,,,0,,,,,,,,
184.0,"Preko puta sata kod Starog tržnog, i dalje postoji radnja gdje se prodaju ručni radovi.",,,,,0,,,,,,,,
185.0,U Mostaru postoji mjesto za građane da vide slike domaćih slikara.,,,,,0,,,,,,,,
186.0,Postoji otvoreno mjesto gdje ljudi mogu naučiti o zdravstvenim problemima.,,,,,0,,,,,,,,
187.0,"Djeca koja se bave plivanjem (Velež, Zrinjski, Orca) i donose medalje, imaju toplu vodu u Gradskoj banji.",,,,,0,,,,,,,,
188.0,"Đemo, koji redovno čisti Trimušu, od Grada Mostara dobio je stan na korištenje.",,,,,0,,,,,,,,
189.0,Povjerenik Mjesne zajednice organizira ljetne turnire na Bijelom Brijegu.,,,,,0,,,,,,,,
198.0,Novi gradonačelnik Mostara je pokrenuo rad na novim ulicama.,,,,,0,,,,,,,,
200.0,Gradonačelnik Mostara je izašao ujutro sa komunalim poduzećima.,,,,,0,,,,,,,,
203.0,Građani znaju za postojeće fondove koje mogu koristiti.,,,,,0,,,,,,,,
204.0,Postoji podrška za ljude koji se bave kreativnim/umjetničkim radom (npr. slikari).,,,,,0,,,,,,,,
206.0,Tereni za sport se redovno uređuju u Mostaru.,,,,,0,,,,,,,,
207.0,Mnogo djece koristi uređene terene za sport.,,,,,0,,,,,,,,
208.0,Ljeti se organizira amaterski turnir u košarci na Vojničkom.,,,,,0,,,,,,,,
209.0,Mnogo ljudi iz cijelog grada dođu na košarkaški turnir na Vojničkom.,,,,,0,,,,,,,,
210.0,Sportski susreti koje organizira Studentski zbor okupljaju veliki broj studenata.*,,,,,0,,,,,,,,
211.0,Studentski zbor organizira različita natjecanja sa nagradama za studente.,,,,,0,,,,,,,,
212.0,"Nastavljen je trud prethodnog povjerenika MZ, umirovljenog Marinka, da se održava boćalište.",,,,,0,,,,,,,,
215.0,Postoji streljana u Sjevernom logoru.,,,,,0,,,,,,,,
216.0,Postoji streljana negdje bliže Bijelom Brijegu.,,,,,0,,,,,,,,
218.0,Sportski treninzi povezuju ljude u Mostaru.,,,,,0,,,,,,,,
219.0,"Djeca se više druže, pa bolje razvijaju socijalne vještine.",,,,,0,,,,,,,,
221.0,Studenti se druže u grupicama na fakultetu.,,,,,0,,,,,,,,
222.0,"Učenici jednog razreda osnovne škole su povezani, jer se zajedno druže na časovima 8 godina.",,,,,0,,,,,,,,
226.0,"Običan Radio, preko svog Instagram profila, organizira nagradne igre.",,,,,0,,,,,,,,
231.0,Mostarski mediji Mostar ne nazivaju „grad slučaj“.,,,,,0,,,,,,,,
234.0,Svi umirovljenici se okupe kada čekaju da podignu penziju.,,,,,0,,,,,,,,
236.0,Turnir u tavli na Bijelom Brijegu privlači mnogo ljudi iz cijelog grada.,,,,,0,,,,,,,,
237.0,Advent na Šetalištu okuplja mnogo ljudi iz cijele regije.,,,,,0,,,,,,,,
241.0,Na dočeku Nove godine na otvorenom u Mostaru bude 12000 gostiju.,,,,,0,,,,,,,,
246.0,U Mostaru se organiziraju gastro-festivali na kojima se promovira lokalna kuhinja.,,,,,0,,,,,,,,
247.0,U Mostaru se organiziraju festivali na kojima se promovira lokalna nošnja.,,,,,0,,,,,,,,
250.0,U Kosači se organiziraju izložbe.,,,,,0,,,,,,,,
252.0,Više ljudi zna za umjetnički bazar koji se održava u Abraševiću.,,,,,0,,,,,,,,
253.0,Postoji bolja promocija za umjetnički bazar koji se održava u Abraševiću.,,,,,0,,,,,,,,
254.0,U Mostaru postoji galerija u kojoj možete vidjeti radove više umjetnika.,,,,,0,,,,,,,,
255.0,Prijateljica djevojke sa Bijelog Brijega predstavila je svoj slikarski rad u Kosači.,,,,,0,,,,,,,,
258.0,Ispred Mepasa djeca s posebnim potrebama prodaju stvari koje su pravili.,,,,,0,,,,,,,,
260.0,"Svake godine, postoji ples za “stop nasilju nad ženama.” (One Billion Rising)",,,,,0,,,,,,,,
269.0,"Kada ljudi daju svoje ideje, postoji osoba u susjedstvu koja će to pokrenuti. (npr. čišćenje)",,,,,0,,,,,,,,
270.0,"Kada neka osoba pokrene neku ideju, postoje ljudi koji će se uključiti u to.",,,,,0,,,,,,,,
,Kućni savjeti na Bijelom Brijegu dobro održavaju zgrade i prostore oko zgrada.,,,,,0,,,,,,,,
,Na Bijelom Brijegu ne postoje zgrade koje su okružene smećem.,,,,,0,,,,,,,,
,Ljudi koji žive u Mostaru ne zagadjuju svoj grad.,,,,,0,,,,,,,,
,Ljudi u Mostaru se ponašaju na isti način kao i kada posjećuju veće gradove (npr. ne bacaju smeće okolo).,,,,,0,,,,,,,,
,Vlasnici pasa kupe izmet iza svog psa.,,,,,0,,,,,,,,
